PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES_1468,Fit_CurveClass_1468,Max_Response_1468,Potency_1468
4094710,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,-1.1,-142.162,7.9433
2632862,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,-1.1,-136.237,7.9433
15990719,CC(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCCC4,-1.1,-118.207,3.5481
4282864,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O,-1.1,-116.454,3.1623
2809257,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)N3C=CC(=N3)C(F)(F)F,-1.1,-114.136,3.5481
1335373,C1=CC=C(C=C1)SCC2=NN=C(S2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl,-1.1,-111.239,3.5481
3679708,C1=CC(=CC=C1NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)F,-1.1,-109.942,8.9125
265940,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC4=C(C=C3)C=NN4,-1.1,-108.971,7.9433
2320670,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],-1.1,-102.312,8.9125
15990676,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCCC4)C,-1.1,-99.9853,7.9433
1380424,CCN(CC)C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,-1.1,-99.2386,5.0119
970535,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)NC2=CC=C(C=C2)OC(F)(F)F,-1.1,-97.8236,4.4668
15990621,CCC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=C(C=C4)C,-1.1,-95.4136,3.5481
4124399,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O,-1.1,-95.0897,2.8184
3647406,CC1=CC=C(C=C1)CCNC(=O)C2=CNC3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=CC=CC(=C4)C(F)(F)F,-1.1,-95.0152,7.9433
5281650,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,-1.1,-93.5326,7.9433
323616,CCC(=O)NC1=C(C(=O)C(=C(C1=O)Cl)NC(=O)CC)Cl,-1.1,-92.4022,3.5481
6604861,CC1=C(C(=O)[C@@H]2[C@@H](C1=O)O2)O,-1.1,-91.7038,3.9811
470952,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)C(=O)O,-1.1,-90.5305,3.5481
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,-1.1,-88.489,1.4125
2939678,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=CC(=C3)[N+](=O)[O-],-1.1,-88.2,3.9811
10205,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,-1.1,-87.7466,3.1623
135614526,C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.1,-87.398,5.0119
135541149,C1=CC(=CN=C1)NC(=S)N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.1,-80.4377,1.9953
16746634,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC=N2)C(=O)N[C@@H](CC(C)C)C(=O)OCC3=CC=CC=C3,-1.1,-80.431,8.9125
4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,-1.1,-80.0456,3.5481
5317419,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)/C=C/C(=O)O)O)C(=O)O)C)C=O)O,-1.2,-77.8943,3.5481
4069796,COC1=CC=C(C=C1)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC(=CC(=C3)Cl)Cl)F,-1.2,-77.868,3.5481
10667,C1=CC=C2C(=C1)C=CC(=O)C2=O,-1.2,-77.2554,4.4668
5461523,CC1(OCC(O1)CSC2=C(C(=O)C3=C(C2=O)C=CC=N3)SCC4COC(O4)(C)C)C,-1.2,-77.1814,1.7783
5280647,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,-1.2,-77.1363,7.9433
262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,-1.2,-76.5599,2.5119
4696,C1C=C2C(=CC(=O)O2)C(O1)O,-1.2,-76.3034,1.9953
2911875,CC(C)C1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)C4=CN=CC=C4)Cl,-1.2,-75.6578,7.9433
3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,-1.2,-75.4423,4.4668
643007,CC(=CCC/C(=C/CC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)O)/C)C,-1.2,-74.9549,7.9433
26964,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,-1.2,-74.8957,3.1623
4518797,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCCC4,-1.2,-74.878,3.5481
135401277,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.2,-74.2424,8.9125
6603770,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],-1.2,-73.6279,2.8184
6869728,C1=CC=C2C(=C1)N=C3C(=C(N(C3=N2)/N=C/C4=CC(=CC=C4)O)N)S(=O)(=O)C5=CC=CS5,-1.2,-72.9129,7.9433
16015381,CC1=CC(=CC(=C1)OCCSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=CS4)C,-1.2,-72.2252,7.0795
227456,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O,-1.2,-71.8152,7.9433
339983,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(N3C=CC=NC3=N2)N=O,-1.2,-71.7333,6.3096
151689,C1CCC(C(C1)N)N.Cl[Pt]Cl,-1.2,-71.6568,3.9811
15990651,CCOC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=CC=C4,-1.2,-71.1383,3.5481
794011,C1=CC=C2C(=C1)C=CC(=C2O)C=NC3=CC=CC4=NSN=C43,-1.2,-70.9533,3.9811
3505890,CC(=O)OC1=CC(=CC(=C1OC(=O)C)OC(=O)C)C2=COC3=CC(=C(C(=C3C2=O)OC(=O)C)OC(=O)C)OC(=O)C,-1.2,-70.5787,8.9125
260556,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)O,-1.2,-70.5284,3.5481
5781,C1(=O)C(=O)NC(=O)NC1=O,-1.2,-70.4094,2.8184
135500895,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C2=CC=C(O2)/C=N/N=C/3\NC(=O)C(S3)CC(=O)O,-1.2,-70.31,1.5849
135691086,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=S)N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.2,-70.2338,7.0795
5014370,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=CC=C4Cl)C,-1.2,-69.1204,3.1623
16034304,CCCCSCCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)NC3=CC(=CC=C3)OC,-1.2,-69.0441,1.9953
1540074,CC1=C(C=CC(=C1)C2=NN(C=C2/C=C\3/C(=O)N=C(S3)N)C4=CC=CC=C4)OC(C)C,-1.2,-69.0064,3.1623
1125181,CC1=NN(C2=C1C=C(S2)C(=O)NC3=CC(=CC=C3)Cl)C4=CC=CC=C4,-1.2,-68.8896,3.1623
135438671,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,-1.2,-68.8619,1.0
1260112,CC1=C(C=C(C=C1)NC(=O)COC2=CC=CC=C2C(=O)NC3=CC=CC=C3)Cl,-1.2,-68.7784,4.4668
4876538,CC(C)C(C)NC(=O)CSC1=NC2=C(C(=CS2)C3=CC=CO3)C(=O)N1C4=CC=CC=C4,-1.2,-68.299,4.4668
135460458,CCN1C(=NC2=C1C=CC(=C2)C(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O)C,-1.2,-68.1093,7.9433
3619181,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=C(C=C4)C,-1.2,-67.7249,3.5481
16757639,C[C@H]1C(OC(=O)CC(CC(CCC(C(CC(C[C@]2(CC(C(C(O2)CC(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(C1O)C)OC3C(C(C(C(O3)C)O)N)O)C(=O)O)O)O)O)O)O)O)O)C,-1.2,-67.693,3.9811
1187533,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)C(=O)OC,-1.2,-67.6324,3.5481
3383712,CCCCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CCC(CC3)C,-1.2,-67.151,7.9433
2488340,CN(C1=CC=C(C=C1)O)C(=S)NC2=CN=CC=C2,-1.2,-66.4936,3.1623
1265133,C1=CC=C2C=C3C(=CC2=C1)NC(=N3)SCC(=O)NC4=CC=CC(=C4)C(F)(F)F,-1.2,-66.2804,3.1623
3666825,CC1=CC=C(C=C1)CCNC(=O)C2=CNC3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=C(C=C(C=C4)C)C,-1.2,-65.6534,4.4668
38904,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],-1.2,-65.6308,3.1623
629629,CC(=O)NC1=CC=C(C=C1)C2=NC(=NC(=C2)C3=CC=CC=C3)C4=CC=CC=C4,-1.2,-65.5936,3.5481
6903962,C1=CC=C(C=C1)C2=NN(C=C2/C=N/NC(=O)CNC3=CC=CC(=C3)C(F)(F)F)C4=CC=CC=C4,-1.2,-65.2479,8.9125
1342829,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CN(N=C2C3=CC=C(C=C3)C)C4=CC=CC=C4,-1.2,-65.1421,8.9125
6018993,C1C/C(=C\C2=CC=NC=C2)/C(=O)/C(=C/C3=CC=NC=C3)/C1,-1.2,-64.3054,5.0119
4917903,CC1=NN(C2=C1C(=O)C(CC2)Br)C3=CC=CC=N3,-1.2,-63.8127,3.1623
23205,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,-1.2,-63.3267,3.9811
16745328,C[C@@H]1CC2C(CC(=O)O2)OC3CC4C(C[C@@H](C5C(O4)CC=CCC6C(O5)C/C=C\C7C(O6)CCCC8[C@@](O7)(CC9C(O8)CC2C(O9)[C@H](C[C@H](O2)CC(=C)C=O)O)C)C)O[C@@]3(C1)C,-1.2,-63.1446,3.9811
15944935,C1C/C(=C/C2=CC=CS2)/C3=NC4=CC=CC=C4C(=C3C1)C(=O)OCC(=O)NC5=CC=C(C=C5)C(=O)N,-1.2,-63.0965,4.4668
124333,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=C2C(=C1)C(=O)C(=[N+]2[O-])C3=CC=CC=N3,-1.2,-62.96,7.9433
2998553,CC(C)C(C)(C#N)NC(=O)CSC1=NC2=C(C(=CS2)C3=CC=CO3)C(=O)N1C4=CC=CC=C4,-1.2,-62.8899,7.9433
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,-1.2,-62.6997,1.9953
3847342,C1=CC(=CC=C1NC(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)OC(F)(F)F,-1.2,-62.5682,3.5481
1028213,C1=CC(=C(C=C1NC(=O)NC2=C(C=C(C=C2)Br)F)Cl)Cl,-1.2,-62.421,7.0795
1895639,C1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,-1.2,-61.9317,7.9433
9660957,CCN\1C(=C(S/C1=N\S(=O)(=O)C2=CC=CC=C2)C=O)Cl,-1.2,-61.5475,7.0795
802842,CC1=CC(=C(C=C1)N=CC2=C(C(=CC=C2)O)O)C,-1.2,-61.2421,8.9125
2828330,CCOC(=O)C1=C(OC2(C1(C(=O)C3=CC=CC=C32)O)O)C,-1.2,-60.7703,1.4125
16018026,COC1=CC(=C(C=C1)OC)NC(=O)CN2C3=CC=CC=C3N4C=CC=C4C2=O,-1.2,-60.7395,3.1623
2814122,C1=CC(=CC=C1C(F)(F)F)NC(=O)NC2=CN=C(C=C2)OC3=NC=NC4=C3C=CC(=C4)Cl,-1.2,-59.9522,4.4668
11957516,C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5C=CC=CC5=NC4=S,-1.2,-59.911,8.9125
2767,[NH2-].[NH2-].Cl[Pt+2]Cl,-1.2,-59.8739,2.5119
787437,C1CN(CC2=C1C(=C(SC2=S)N)C#N)CC3=CC=CC=C3,-1.2,-59.8149,1.5849
65388,C1COCCN1[N+]2=NOC(=C2)N,-1.2,-59.561,3.5481
2732963,C1=CC=C(C(=C1)CC(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O)Cl,-1.2,-59.2247,2.2387
16745759,CC1(C(=O)C2=CN(C(=CC2=C(C1=O)Br)C3=CC=C(C=C3)OC)C(CO)CO)OC(=O)CCC(=O)OC,-1.2,-59.0929,4.4668
2828331,CC1=C(C2(C(=O)C3=CC=CC=C3C2(O1)O)O)C(=O)C,-1.2,-58.9112,2.8184
3237318,C1=CC=C(C=C1)C(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O,-1.2,-58.8943,4.4668
16010277,CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,-1.2,-58.5416,8.9125
11957514,CC([C@@H](C1=CC(=C(C=C1)O)O)O)N,-1.2,-57.8679,2.2387
2808387,C1=CC(=CC=C1N2C(=C(C=N2)NC(=O)NC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(F)(F)F)[N+](=O)[O-],-1.2,-57.5679,3.5481
1736341,CC1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,-1.2,-56.8194,8.9125
5703458,COC1=CC(=CC(=C1OC)OC)/C=C\2/C(=O)/C(=C/C3=CC(=C(C(=C3)OC)OC)OC)/COC2,-1.2,-56.747,3.5481
1614226,COC1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,-1.2,-56.4154,7.9433
719141,CCOC(=O)C1=C(N=C(S1)NC(=O)NC2=CC=C(C=C2)Cl)C,-1.2,-56.0083,5.6234
1182652,CC(C)CCOC(=O)C1=CC=C(C=C1)NC(=O)/C=C/C2=C(C=CC(=C2)OC)OC,-1.2,-55.9089,7.9433
5702198,N.N.Cl[Pt]Cl,-1.2,-55.4548,2.2387
135423683,CC(=O)C1=CC=CC2=C1NC(=C2O)C3=NC4=CC=CC=C4C3=O,-1.2,-55.3763,7.9433
2810445,C1=CC=C2C(=C1)C(=O)C(C2=O)(NC(=O)C3=C(C=CC=C3Cl)Cl)O,-1.2,-55.1925,3.9811
16746595,CC(C)C[C@@H](C(=O)OC(C)(C)C)NC(=O)C1=C(N=CN1)C(=O)NC2=CC=C(C=C2)CNC(=O)OC(C)(C)C,-1.2,-54.4101,8.9125
442142,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,-1.2,-54.2928,3.1623
221125,C1CN2CC3=CCOC(C4C3CC2C15C4NC6=C(C(=O)C(=O)C=C56)[N+](=O)[O-])CC(=O)O,-1.2,-53.8247,3.5481
3698299,CC1=C(C2=C(O1)C3=CC=CC=C3C(=O)C2=O)C(=O)C4=CC=C(C=C4)Cl,-1.2,-53.6172,3.5481
2516747,CN(C1=CC=C(C=C1)O)C(=S)NC2=CC=C(C=C2)SC(F)F,-1.2,-53.3391,2.8184
3364516,CC1=C(SC=C1)CNC2=C(C3=C(S2)CCCC3)C(=O)NC4=C(C=CC(=C4)Cl)OC,-1.2,-52.886,7.0795
16030570,C1=CC2=NC(=CC(=O)N2C=C1)COC3=CC=CC(=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,-1.2,-52.8831,7.0795
5379540,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)C=O)O,-1.2,-52.7473,7.9433
29271,C[C@H]([C@H](C1=CC(=C(C=C1)O)O)O)N,-1.2,-52.5276,3.5481
2732881,C1=CC=C2C(=C1)C(=O)C(C2=O)(NC(=O)C3=CC=C(C=C3)C(F)(F)F)O,-1.2,-52.5162,2.2387
135470621,C1=CC=C(C(=C1)C2=CC=C(O2)/C=N/N=C/3\NC(=O)C(S3)CC(=O)O)[N+](=O)[O-],-1.2,-52.4592,1.5849
2834991,C1CC2=C(C(=O)C1)C3(C(=O)C4=CC=CC=C4C3(O2)O)O,-1.2,-51.8099,7.9433
5711118,CCOC1=C(C=C(C=C1)/C=C(\C#N)/C(=O)NC2=C(C3=C(S2)CCC3C(=O)OC)C(=O)OC)OC,-1.2,-51.6515,3.9811
6763,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,-1.2,-51.2666,1.2589
15991274,C1=CC(=CC(=C1)NC2=NC3=NON=C3N=C2NC4=CC=C(C=C4)Cl)C(F)(F)F,-1.2,-51.261,2.5119
2790671,CC1=CC(=CC=C1)OCCCC(=O)NC2=C(C3=C(S2)CCC3C(=O)OC)C(=O)OC,-1.2,-51.2412,3.5481
2358568,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4)N,-1.2,-50.7329,3.5481
16746632,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC=N2)C(=O)N[C@@H](CC(C)C)C(=O)OC(C)(C)C,-1.2,-50.4962,3.1623
5322895,CC1CCN(CC1)S(=O)(=O)C2=CN(C(=O)C3=CC=CC=C32)CC(=O)NC4=CC=CC(=C4)C(F)(F)F,-1.2,-50.0963,3.5481
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,-1.2,-50.0705,1.7783
23540,CN(C)C1=CC=C(C=C1)SC#N,-1.2,-50.0317,3.5481
9082,C(CS)N.Cl,-1.2,-49.4906,2.8184
4351083,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)[N+](=O)[O-])NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],-1.2,-49.2562,3.1623
693332,C1=CC=C(C=C1)CN=CC2=C(C(=CC=C2)O)O,-1.2,-49.1878,8.9125
16014614,CC1=C(C=C(C=C1)NC2=NC3=NON=C3N=C2NC4=CC=CC(=C4)C(F)(F)F)Cl,-1.2,-49.08,3.5481
1942504,C1=CC(=CC=C1CSCC2=NN=C(S2)NC(=O)NC3=CC=C(C=C3)Cl)Cl,-1.2,-48.8937,7.0795
15990674,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCCC4=CC=CC=C4)C,-1.2,-48.8606,1.9953
9549472,CC\1(C2=CC=CC=C2N(/C1=C\C=C\C3=[N+](C4=C(C3(C)C)C5=CC=CC=C5C=C4)C)C)C.[O-]Cl(=O)(=O)=O,-1.2,-48.7424,0.5623
15945679,CN1C2/C(=C/C3=CC=CC=N3)/C(=O)/C(=C\C4=CC=CC=N4)/C1CC2,-1.2,-48.4995,4.4668
135491645,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)N=C3NN=C(CS3)C4=C(C=CC(=C4)F)F,-1.2,-47.9463,7.9433
4074999,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NC4=CC(=CC(=C4)Cl)Cl)F,-1.2,-47.152,3.9811
660294,C1=CC2=C(C=CC(=C2)N=CC3=C(C=C(C=C3)O)O)N=C1,-1.2,-47.0873,3.5481
804043,CCOC1=CC=C(C=C1)NC(=S)NC2=CC3=NSN=C3C=C2,-1.2,-46.8158,2.5119
3769822,COC1=CC=C(C=C1)N=C(NNC2=CC=C(C=C2)[N+](=O)[O-])P(=O)(N3CCOCC3)N4CCOCC4,-1.2,-46.4607,3.1623
547914,COC(=O)C1=C(SC(=S)S1)C(=O)OC,-1.2,-46.0638,3.9811
2384301,CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=NC3=CC=CC=C3NC2=S,-1.2,-45.125,0.631
5711142,CCOC1=CC=C(C=C1)/C=C/C(=O)NC2=C(C3=C(S2)CCC3C(=O)OC)C(=O)OC,-1.2,-45.0702,7.9433
906542,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=N3)C,-1.2,-44.8279,5.0119
890662,C1=CC=C(C(=C1)CNC2=CC=CC3=C2N=CC=C3)O,-1.2,-44.4374,3.1623
5878769,C1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)/C=C/C3=CC=CC=C3Cl,-1.2,-44.4317,3.9811
15991100,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=CC(=C4)OC)OC)OC,-1.2,-44.3304,7.0795
2463592,C1=CC2=C(C=CN=C2)C(=C1)NC(=S)NC3=CC=C(C=C3)F,-1.2,-44.2919,6.3096
1129688,C1CCC2=C(C1)C(=NN2CC(=O)NC3=CC(=C(C=C3)F)Cl)C(F)(F)F,-1.2,-44.2267,8.9125
4337122,CC1CCCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4,-1.2,-44.1882,7.9433
5389617,C1=CC=C(C=C1)S(=O)(=O)C/C(=C/CO)/S(=O)(=O)C2=CC=CC=C2,-1.2,-43.9574,3.5481
3032310,C1C2=CC=CC=C2NC1=S,-1.2,-43.9199,0.5623
4246134,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3N2)NC(=O)C4=C(C5=CC=CC=C5S4)Cl,-1.2,-43.8818,4.4668
653178,CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CN3N=C(N=N3)C4=CC=C(C=C4)C,-1.2,-42.9109,5.6234
45105902,C1=CC=C2C(=C1)C=CC=C2/C=N/NC(=O)CC3=CC(=O)NN3,-1.2,-42.9087,2.2387
1472218,COC1=NC=C(C=C1)NC(=O)/C(=C(\S(=O)(=O)CC2=CC=CC=C2)/Cl)/Cl,-1.2,-42.4969,3.9811
16015592,C1=CC=C(C=C1)OCCSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=CO4,-1.2,-42.3518,3.1623
