PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES_1468,Fit_CurveClass_1468,Max_Response_1468,Potency_1468
9893924,C1=CC(=C(C=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl)Cl,-1.2,-42.0278,4.4668
16020344,CCOC1=CC=C(C=C1)NC(=O)CN2C3=C(C=CC(=C3)C(=O)NC4CCCCC4)C(=O)N(C2=O)CC5=CC6=C(C=C5)OCO6,-1.2,-41.4966,6.3096
2161142,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,-1.2,-41.3898,5.0119
1112387,CC1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)/C=C/C4=CC=CO4)Cl,-1.2,-41.314,6.3096
2999671,CCN1C2=C(C=C(C=C2)C(=O)O)N=C1CSC3=NC=CN3C,-1.2,-41.2417,7.9433
16019551,C1=CC=C(C=C1)CCNC2=NC3=C(N=NN3C4=C2SC=C4)S(=O)(=O)C5=CC=C(C=C5)Br,-1.2,-41.1386,7.0795
2241667,COC1=CC2=C(C=C1)C(=O)/C(=C/NC3=CC4=C(C=C3)OCO4)/CC2,-1.2,-41.0009,7.9433
15988252,CCCCC(CC)CNC(=O)C1=CC=C(C=C1)CN2C(=O)C3=CC(=C(C=C3NC2=O)OC)OC,-1.2,-40.9068,6.3096
1264277,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)SCC(=O)NC3=CC=C(C=C3)OC(F)(F)F)CC4=CC(=CC=C4)C(F)(F)F,-1.2,-40.6897,5.0119
4377992,C1=CC(=CC(=C1)NC2=NC3=NON=C3N=C2NC4=CC=C(C=C4)F)C(F)(F)F,-1.2,-40.599,7.9433
3239066,C1CN(CCC1C(=O)NCC2=CN=CC=C2)S(=O)(=O)C3=CC=CS3,-1.2,-40.5044,3.9811
3714544,CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=C(O3)C=CC(=C4)C(C)C,-1.2,-40.4924,3.9811
16015501,CC1=CC=CC=C1NC(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=CS4,-1.2,-40.28,7.9433
818567,CCOC(=O)C1=C(SSC1=S)N,-1.2,-40.1769,2.8184
16033332,CCOC1=CC(=CC(=C1OCC)OCC)C(=O)NC2=C(C=C(C=C2)C3=NC4=CC=CC=C4S3)Cl,-1.4,-57.7279,1.4125
3654043,CC1=CC=C(C=C1)CCNC(=O)C2=CNC3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=CC(=CC=C4)OC,-1.4,-49.8073,3.9811
16682403,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.Cl,-2.1,-148.573,8.9125
16018291,CC1CCC2=C(C1)C=C(N2C3=CC=C(C=C3)C(=O)NC(C)C)C4=CC=CC=C4,-2.1,-137.252,11.2202
6604161,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+].[Na+],-2.1,-132.925,10.0
2931388,CCOC1=CC=CC=C1C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O,-2.1,-130.593,14.1254
4139,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,-2.1,-129.066,12.5893
3953791,C1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)NC3=CC(=CC=C3)Cl,-2.1,-126.056,11.2202
72722,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)O,-2.1,-124.577,12.5893
3977521,CC1=C(C=C(C=C1)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)NC(=O)N)Cl,-2.1,-124.573,12.5893
2387818,CCOC(=O)C1=C(N=C(S1)N(CC2=CC=CC=C2)C(=O)COC(=O)C3=CC=C(C=C3)O)C,-2.1,-123.328,14.1254
16017994,CCNC(=O)C1=CC=C(C=C1)N2C3=C(CCCCC3)C=C2C4=CC=CC=C4,-2.1,-122.974,11.2202
50248,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,-2.1,-118.952,12.5893
3375511,C1=CC=C(C(=C1)CSC2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)F)Cl,-2.1,-118.189,6.3096
2810027,C1=CC(=CC=C1C2=NOC(=N2)CNC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C(F)(F)F,-2.1,-115.739,7.9433
3601294,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=S)NCCC(C3=CC=CC=C3)C4=CC=CC=C4,-2.1,-114.355,14.1254
2361995,CC1=C(C=CC(=C1)F)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4,-2.1,-113.429,12.5893
5142315,C1=CC=C(C(=C1)CSC2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)F)F,-2.1,-112.025,7.9433
2346083,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4)C,-2.1,-111.567,14.1254
4372720,COC1=CC(=C(C=C1)C(=O)C2C3C4COC(O4)C(=O)C3C5N2C6=CC=CC=C6C=C5)OC,-2.1,-111.24,11.2202
949458,C1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)COC3=CC=CC=C3F,-2.1,-109.537,14.1254
16017962,CCOCCCNC(=O)C1=CC=C(C=C1)N2C3=C(CC(CC3)C)C=C2C4=CC=CC=C4,-2.1,-108.909,5.0119
2328694,C1=CC=C(C=C1)NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,-2.1,-108.834,11.2202
4939,CC[N+](C)(CC)CCC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N,-2.1,-108.093,6.3096
15990889,CC(C1=CC=CC=C1)NC(=O)C2=CNC3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=CC(=CC=C4)OC,-2.1,-107.489,7.9433
369538,COC1=CC2=C(C=C1)NC3=C2C=CC4=C3C(=O)C=CC4=O,-2.1,-106.535,11.2202
16019547,CC1=CC(=C(C=C1)C)S(=O)(=O)C2=C3N=C(C4=C(N3N=N2)C=CS4)NC5=CC(=C(C=C5)F)Cl,-2.1,-106.358,14.1254
5142310,C1=CC=C2C(=C1)C(=NC(=N2)SCC3=CC(=CC=C3)F)NC4=CC=C(C=C4)F,-2.1,-104.96,14.1254
5069805,C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)NC3=C(C=C(C=C3)Cl)Cl,-2.1,-104.175,14.1254
260557,CN(C)C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,-2.1,-103.5,14.1254
15990887,C1CCC(C1)NC(=O)C2=CNC3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=CC=CC(=C4)C(F)(F)F,-2.1,-102.627,10.0
16018289,CC(C)OCCCNC(=O)C1=CC=C(C=C1)N2C3=C(CCCC3)C=C2C4=CC=CC=C4,-2.1,-102.409,14.1254
6113305,CC1=CC=C(C=C1)S(=O)(=O)/C(=C/C2=CNC3=CC=CC=C32)/C#N,-2.1,-102.359,12.5893
2183861,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NN=C(S2)CSCCOC3=CC=C(C=C3)Cl,-2.1,-102.308,7.9433
15945263,CC1=CC=C(C=C1)N2C(=NN=N2)SC(C3=CC=CC=C3)C(=O)C4=CNC5=CC=CC=C54,-2.1,-100.611,11.2202
734388,COC(=O)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl,-2.1,-99.7651,12.5893
15990701,CC(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCC4,-2.1,-99.6786,11.2202
2802105,CC1=CC(=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C=CC1=O,-2.1,-98.7618,10.0
15989539,CC1=C(C=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=CC=C4)Br,-2.1,-98.7419,7.9433
4217968,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=CC=C4OC)C,-2.1,-98.5201,8.9125
15990619,CCC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCC4,-2.1,-98.4864,11.2202
135536164,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)C(=O)C(=C3)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,-2.1,-98.2607,5.0119
72721,CC1=C2C=C(C(=O)C=C2OC3=CC(=C(C=C13)O)O)O,-2.1,-98.2542,10.0
16019443,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)NCC2=NOC3=C2C=C(C=C3)C,-2.1,-98.1297,14.1254
16018030,CC1=CC(=C(C(=C1)C)NC(=O)CN2C3=CC=CC=C3N4C=CC=C4C2=O)C,-2.1,-98.1078,7.9433
3244114,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)NC=C(C2=O)C(=O)NCCC3=CCCCC3,-2.1,-97.8308,11.2202
3647683,CC(C)CCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)NC3=CC=CC(=C3)C(F)(F)F,-2.1,-97.627,14.1254
2954345,C1=CC(=CC=C1CCNC(=S)NC2=CC=C(C=C2)[N+](=O)[O-])Cl,-2.1,-97.1758,12.5893
6235662,CC1=CC=C(C=C1)C2=NN(C=C2/C=C/C(=O)NC3=CC(=CC=C3)S(=O)(=O)N)C4=CC=CC=C4,-2.1,-97.1415,14.1254
16196245,CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CN(N=C2C3=CC=CS3)C4=CC=CC=C4.Cl,-2.1,-97.1396,11.2202
16017958,CCCNC(=O)C1=CC=C(C=C1)N2C3=C(CC(CC3)C)C=C2C4=CC=CC=C4,-2.1,-96.9528,12.5893
15990893,COC1=CC=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCCC4,-2.1,-96.8543,7.0795
15987505,CCC1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)C4=CC=CS4)Cl,-2.1,-96.519,12.5893
630988,CC(=O)NC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,-2.1,-95.4573,10.0
15988417,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=C(C(=N2)SC)S(=O)(=O)C3=CC=C(C=C3)Cl)N,-2.1,-94.1038,12.5893
4307180,COC1=CC(=CC(=C1)NC2=NC(=NC3=CC=CC=C32)SCC4=CC=CC=C4Cl)OC,-2.1,-94.0821,11.2202
2219338,C1=CC=C(C=C1)CCNC2=C(C=CC=N2)C(=O)NC3=CC=CC(=C3)C(F)(F)F,-2.1,-94.0261,14.1254
719277,CC1=CC(=CC=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,-2.1,-93.9619,8.9125
16017968,CC(C)NC(=O)C1=CC=C(C=C1)N2C3=C(CCCCC3)C=C2C4=CC=CC=C4,-2.1,-93.2629,12.5893
16015686,CC1=CC(=CC=C1)OCCSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=CS4,-2.1,-93.0864,7.0795
3375513,C1=CC=C2C(=C1)C(=NC(=N2)SCC3=CC(=CC=C3)Cl)NC4=CC=C(C=C4)F,-2.1,-93.0752,8.9125
4640052,CN(C)CCNC=C(C(=O)NC1=C(C=C(C=C1)Cl)Cl)C(=O)NC2=C(C=C(C=C2)Cl)Cl,-2.1,-92.6818,10.0
720491,C1=CC(=CC=C1N=CC2=CC(=C(C=C2)O)O)O,-2.1,-92.5313,8.9125
4307177,COC1=CC(=CC(=C1)NC2=NC(=NC3=CC=CC=C32)SCC4=CC=CC=C4F)OC,-2.1,-92.3407,7.0795
5281952,CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,-2.1,-92.1216,6.3096
4561725,C1CN(CCN1C2=CC=CC=C2[N+](=O)[O-])C3=C(C(=O)C4=CC=CC=C4C3=O)Cl,-2.1,-92.0978,10.0
6710718,COC1=CC(=O)C(=CC1=O)C(=O)C2=CC=CC=C2,-2.1,-92.0726,10.0
16018000,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=CC=CC=C3N4C=CC=C4C2=O)OC,-2.1,-91.7303,14.1254
16746621,CC(C)(C)OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=C(N=CN2)C(=O)NC3=CC=C(C=C3)Cl,-2.1,-91.4372,12.5893
5791769,CCC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C=C(C(=O)C3=CC=CC=C32)SC4=NC=NN4,-2.1,-91.3385,11.2202
3941719,CC1=C(C=C(C=C1)NC(=S)NC2=CC=C(C=C2)C(C)C)S(=O)(=O)N3CCCCCC3,-2.1,-91.2748,12.5893
371271,CC1=C2C3=C(C4=C(C=C3)C(=O)C=CC4=O)N(C2=CC=C1)C,-2.1,-90.7959,8.9125
16022765,C1=CC=C(C=C1)C2=NOC(=N2)CN3C(=O)C4=CC=CC=C4N(C3=O)CC(=O)NC5=CC=CC(=C5)C(F)(F)F,-2.1,-90.6632,10.0
2305026,C1=CC(=CC(=C1)NC(=O)COCC(=O)NC2=CC=CC(=C2)C(F)(F)F)C(F)(F)F,-2.1,-90.618,11.2202
1249532,COC(=O)C1=C(C=CC(=C1)NC(=O)NC2=CC(=CC=C2)Cl)Cl,-2.1,-90.5055,7.9433
4620915,CC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4,-2.1,-90.2819,14.1254
16682085,CC1(N(C2=C([N+]1=O)C=CC(=C2)[N+](=O)[O-])[O-])C.NO,-2.1,-89.1059,8.9125
9550285,CCC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCC4,-2.1,-89.026,12.5893
2420986,CCOC1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC(=C(C=C2)C)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,-2.1,-88.9843,8.9125
16015379,CC1=CC(=CC(=C1)OCCSC2=NC3=C(S2)C=C(C=C3)NC(=O)C)C,-2.1,-88.9242,12.5893
1419478,C1=CC=C(C(=C1)OCC2=NN=C(S2)NC(=O)NC3=CC=C(C=C3)F)F,-2.1,-88.1618,14.1254
5348009,CCOC(=O)C1=C(N=C2N(C1C3=CC=CS3)C(=O)/C(=C/C4=CC(=CC=C4)O)/S2)C5=CC=CC=C5,-2.1,-88.0923,12.5893
1287415,CC(C)COC1=CC=C(C=C1)C2=NN(C=C2C(=O)NC3=NC=CS3)C4=CC=CC=C4,-2.1,-88.0141,14.1254
5176394,CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)NC3=CC(=C(C=C3)Cl)Cl)C(=O)OCC,-2.1,-88.0048,12.5893
2463081,CN(C1=CC(=C(C=C1OC)OC)Cl)S(=O)(=O)C2=CC=CC(=C2)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,-2.1,-87.2517,12.5893
5019,CCCN1CCC2=C3C1CC4=C(C3=CC(=C2)O)C(=C(C=C4)O)O,-2.1,-87.2007,14.1254
3840152,CCSCCC1=NN=C(S1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,-2.1,-87.1595,11.2202
16022795,COC1=CC=C(C=C1)C2=NOC(=N2)CN3C(=O)C4=CC=CC=C4N(C3=O)CC(=O)NC5=CC=CC(=C5)C(F)(F)F,-2.1,-86.9231,11.2202
16033904,CC1=C(C=C(C=C1)N2C3=NC=NC(=C3C=N2)NC4=CC=CC(=C4)C(F)(F)F)C,-2.1,-86.5335,10.0
2859515,C1C(C(=O)N(C1=O)C2=CC(=C(C=C2)Cl)Cl)SC(=NC3=CC=CC=C3)NC4=CC=CC=C4,-2.1,-86.419,7.9433
4307181,COC1=CC(=CC(=C1)NC2=NC(=NC3=CC=CC=C32)SCC4=CC(=CC=C4)Cl)OC,-2.1,-86.2132,7.9433
16018004,CCOC(=O)C1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3N4C=CC=C4C2=O,-2.1,-85.909,12.5893
2200341,CCOC1=CC=CC(=C1OCC2=CC=CC=C2Cl)CNC3=CC=C(C=C3)O,-2.1,-85.7551,11.2202
3384052,CC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCCC4=CC=CC=C4,-2.1,-85.6018,11.2202
804241,C1=CC=C2C=C(C=CC2=C1)NC(=O)NC3=CC4=C(C=C3)SN=N4,-2.1,-85.4299,11.2202
220284,CC1=CC(=C(C=C1O)C2=C(C=C(C(=C2)O)C)O)O,-2.1,-85.3998,14.1254
379403,C1CCC2(CC1)N(C3=C([N+]2=O)C=CC(=C3)[N+](=O)[O-])[O-],-2.1,-85.31,11.2202
3375512,C1=CC=C2C(=C1)C(=NC(=N2)SCC3=CC=C(C=C3)Cl)NC4=CC=C(C=C4)F,-2.1,-85.2334,7.9433
5654285,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C=CC1=O,-2.1,-85.2062,12.5893
1298252,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)NC(=O)NC3=CC=CC(=C3)C(F)(F)F,-2.1,-85.1327,12.5893
16012875,CC1=CC2=C(C=C1)OC=C2CC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,-2.1,-85.0498,14.1254
5898,CN1CC(C2=CC(=O)C(=O)C=C21)O,-2.1,-84.8232,12.5893
15272053,CN1C2=CC=CC=C2[N+](=C1N=NC3=CC=C(C=C3)N4CCOCC4)C.C1=CC=C(C=C1)S(=O)(=O)[O-],-2.1,-84.4844,14.1254
15987506,CC(C)C1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)C4=CC=CS4)Cl,-2.1,-84.246,12.5893
312601,CC1=CC=C(C=C1)SC2=C(C(=O)C3=CC=CC=C3C2=O)SC4=CC=C(C=C4)C,-2.1,-84.0052,14.1254
16015387,CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCCOC3=CC=CC=C3Cl,-2.1,-83.8868,11.2202
902154,CC(=CCC1=C(C=CC(=C1O)C(=O)CC2=CC=CC=C2)O)C,-2.1,-83.7744,14.1254
854265,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)C4=CN=CC=C4,-2.1,-83.5953,12.5893
901348,C1=CC=C(C=C1)C2=NN=C3N2C4=CC=CC=C4NC3=O,-2.1,-83.5575,14.1254
3624,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N,-2.1,-83.5062,11.2202
15989568,CC(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=CC=C4,-2.1,-83.2841,10.0
3783735,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=CC=C4)Cl,-2.1,-83.0819,10.0
135403802,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C(=C4OCC31O)O)O)O,-2.1,-83.0015,7.9433
332219,C1=CC=C(C=C1)COC2=CC=C(C=C2)C=NC3=CC=C(C=C3)O,-2.1,-82.9907,12.5893
14710,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],-2.1,-82.9138,8.9125
2368724,CS(=O)(=O)C1=CC2=[N+](ON=C2C(=C1)[N+](=O)[O-])[O-],-2.1,-82.7914,14.1254
6603137,C1CCCN(CC1)C2=CC=C(C=C2)N.Cl,-2.1,-82.7463,14.1254
16746620,CC1=CC(=CC=C1)NC(=O)C2=C(NC=N2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4,-2.1,-82.3459,11.2202
135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,-2.1,-82.3121,7.0795
1111667,CC1=NN(C2=C1C=C(S2)C(=O)NC3=CC(=CC=C3)Br)C4=CC=CC=C4,-2.1,-82.1015,7.9433
479503,CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,-2.1,-82.04,12.5893
16015355,CC1=CC=CC=C1OCCSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=CS4,-2.1,-81.9343,10.0
16745813,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3)OC)NC(=O)C(=O)C4=CNC5=CC=CC=C54)C(F)(F)F,-2.1,-81.8858,14.1254
6799675,CC1=CC(=C(C=C1C)S(=O)(=O)/N=C\2/C=C(C(=O)C3=CC=CC=C32)SCC(=O)O)C,-2.1,-81.6314,10.0
708043,CC1=C(SC=C1)C=NC2=CC=C(C=C2)O,-2.1,-81.4485,11.2202
992588,CCC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SCC(=O)O,-2.1,-81.3494,8.9125
9689230,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=CC=CC=C4O3)/C=N/NC(=O)C5=CNC6=CC=CC=C65,-2.1,-81.2864,14.1254
2385262,C1=CC=C(C=C1)CN(C2=CC=C(C=C2)Cl)S(=O)(=O)C3=C(C=CC(=C3)C(=O)OCC(=O)NC(=O)N)Cl,-2.1,-81.2779,11.2202
16010129,C1=CC=C2C(=C1)C(=O)N(C3=C(S2(=O)=O)C=CC(=C3)C(=O)NC4=CC=CC(=C4)C#N)CC5=CC(=CC=C5)Cl,-2.1,-81.2775,12.5893
16746616,CC1=CC(=CC=C1)NC(=O)C2=C(NC=N2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC(C)(C)C,-2.1,-80.9207,8.9125
3293421,C1=CC(=CC(=C1)NC(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)C(F)(F)F,-2.1,-80.8898,10.0
3241453,CCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)OCC,-2.1,-80.6327,14.1254
2186090,CCCCN(CCCC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CS2,-2.1,-80.5024,14.1254
2389705,C1=CC=C2C(=C1)NC(=N2)SCC(=O)NC3=NC(=CS3)C4=CC(=CC=C4)Br,-2.1,-80.4897,14.1254
282274,C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C=CC(=C2)N=NC3=C(C=C(C=C3)[N+](=O)[O-])Cl)O,-2.1,-80.4852,8.9125
16024790,CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N=C(C=C3)NC4=CC(=CC=C4)F,-2.1,-80.4646,12.5893
5358773,CCOC(=O)/C=C(\C)/SC1=C(C2=CC=CC=C2C(=C1)O)O,-2.1,-80.3608,4.4668
5578857,C1=CC(=C(C(=O)C2=C1C(=C(C(=C2O)O)O)Br)O)Br,-2.1,-80.3079,10.0
659872,CC1=CC(=NC(=N1)C2=CC=CC=C2O)NC3=CC(=CC=C3)F,-2.1,-80.2679,11.2202
135460539,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N/N=C/C3=C(C(=C(C=C3)O)O)O,-2.1,-80.2365,10.0
5098884,COC(=O)C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O,-2.1,-80.1121,7.9433
2338527,C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CO4)C5=CC=CO5,-2.1,-80.032,8.9125
